id,num,name,url,area,village,price,type,square,line,station,meter,addtime
13,3388740,新顾村大家园C区-宝山 保洁服务 新上架 智能电表 非一楼,http://sh.baletu.com/house/3388740.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=13,宝山,新顾村大家园C区 ,680,合租,11,1,宝安公路,1994,2019-08-19
14,557576,方宝佳苑-嘉定 新上架 电梯房 非一楼 主卧 朝南,http://sh.baletu.com/house/557576.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=14,嘉定,方宝佳苑 ,1000,合租,16,11,上海赛车场,1590,2019-08-19
15,1351820,徐泾北城馨浦苑北区-青浦 新上架 电梯房 精装修 非一楼,http://sh.baletu.com/house/1351820.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=15,青浦,徐泾北城馨浦苑北区 ,1000,合租,15,-1,尚鸿路乐高路,109,2019-08-19
16,645489,亭汇花苑-松江 近地铁 新上架 非一楼 朝南,http://sh.baletu.com/house/645489.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=16,松江,亭汇花苑 ,1200,合租,20,9,九亭,382,2019-08-19
17,714805,共和新苑-宝山 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/714805.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=17,宝山,共和新苑 ,2000,合租,18,1,通河新村,296,2019-08-19
18,779218,柏丽华庭-宝山 近地铁 保洁服务 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/779218.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=18,宝山,柏丽华庭 ,1790,合租,18,1,宝安公路,245,2019-08-19
19,4388891,共康前进公寓-宝山 近地铁 新上架 非一楼 朝南,http://sh.baletu.com/house/4388891.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=19,宝山,共康前进公寓 ,2200,合租,20,1,共康路,402,2019-08-19
20,4008181,三盛颐景园-松江 新上架 智能电表 非一楼 朝南,http://sh.baletu.com/house/4008181.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=20,松江,三盛颐景园 ,1750,合租,20,-1,涞亭南路顾戴路,251,2019-08-19
21,2852937,翔瑞新苑东区（鹤槎路182弄）-嘉定 独卫 新上架 电梯房 独立厨房 非一楼,http://sh.baletu.com/house/2852937.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=21,嘉定,翔瑞新苑东区（鹤槎路182弄） 3室1厅1卫,4300,整租,85,-1,鹤槎路嘉年路,110,2019-08-19
22,2501656,胜悦嘉苑西苑-嘉定 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/2501656.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=22,嘉定,胜悦嘉苑西苑 ,1280,合租,18,-1,,647,2019-08-19
23,912293,檀香花苑-松江 新上架 非一楼 主卧,http://sh.baletu.com/house/912293.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=23,松江,檀香花苑 ,1700,合租,22,9,松江新城,1935,2019-08-19
24,2947563,富隆苑-宝山 保洁服务 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/2947563.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=24,宝山,富隆苑 ,1950,合租,18,1,呼兰路,1321,2019-08-19
25,976059,共富四村富成园-宝山 保洁服务 维修服务 新上架 智能电表 复式 非一楼 朝南,http://sh.baletu.com/house/976059.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=25,宝山,共富四村富成园 ,1690,合租,13,1,共富新村,1187,2019-08-19
26,1114168,九亭苑-松江 新上架 非一楼 朝南,http://sh.baletu.com/house/1114168.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=26,松江,九亭苑 ,1500,合租,15,9,九亭,1137,2019-08-19
27,4617326,共富富都园-宝山 保洁服务 新上架 智能电表 非一楼,http://sh.baletu.com/house/4617326.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=27,宝山,共富富都园 ,1810,合租,16,1,共富新村,1072,2019-08-19
28,3230323,恒盛豪庭-宝山 独卫 带阳台 保洁服务 新上架 电梯房 非一楼,http://sh.baletu.com/house/3230323.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=28,宝山,恒盛豪庭 2室2厅1卫,6600,整租,120,3,殷高西路,1614,2019-08-19
29,5646373,金水和璟园南区-奉贤 独卫 带阳台 新上架 电梯房 非一楼,http://sh.baletu.com/house/5646373.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=29,奉贤,金水和璟园南区 3室2厅1卫,2300,整租,100,-1,,-1,2019-08-19
30,1198436,好世鹿鸣苑-闵行 近地铁 带阳台 新上架 电梯房 非一楼,http://sh.baletu.com/house/1198436.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=30,闵行,好世鹿鸣苑 ,1500,合租,16,1,莘庄,607,2019-08-19
31,5666066,莘梓苑-闵行 近地铁 新上架 智能电表 非一楼,http://sh.baletu.com/house/5666066.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=31,闵行,莘梓苑 ,1300,合租,12,1,莘庄,392,2019-08-19
32,237244,绿庭尚城-松江 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/237244.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=32,松江,绿庭尚城 ,1700,合租,20,9,九亭,1238,2019-08-19
33,1076089,大华阳城花园-宝山 近地铁 带阳台 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/1076089.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=33,宝山,大华阳城花园 ,1300,合租,14,7,行知路,595,2019-08-19
34,5351518,新顾村大家园D区-宝山 保洁服务 新上架 非一楼,http://sh.baletu.com/house/5351518.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=34,宝山,新顾村大家园D区 ,700,合租,15,-1,富联路顾北东路,341,2019-08-19
35,3702289,铂金华府-宝山 新上架,http://sh.baletu.com/house/3702289.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=35,宝山,铂金华府 ,1100,合租,9,7,大华三路,960,2019-08-19
36,3313838,恒泰家园-宝山 新上架 电梯房 非一楼,http://sh.baletu.com/house/3313838.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=36,宝山,恒泰家园 ,1600,合租,18,1,呼兰路,1291,2019-08-19
37,939077,汇郡海棠苑（浦东）-浦东 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/939077.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=37,浦东,汇郡海棠苑（浦东） ,1180,合租,20,6,五洲大道,1018,2019-08-19
38,935043,鑫鑫花园-宝山 新上架 智能电表 非一楼 主卧 朝南,http://sh.baletu.com/house/935043.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=38,宝山,鑫鑫花园 ,2250,合租,24,1,呼兰路,1198,2019-08-19
39,5692345,振新佳苑-青浦 独卫 保洁服务 新上架 主卧,http://sh.baletu.com/house/5692345.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=39,青浦,振新佳苑 ,2100,合租,24,-1,徐盈路菘泽大道,98,2019-08-19
40,2238149,龙悦小区二区-松江 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/2238149.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=40,松江,龙悦小区二区 ,1600,合租,18,9,九亭,1562,2019-08-19
41,2906408,河畔家苑-青浦 新上架 非一楼,http://sh.baletu.com/house/2906408.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=41,青浦,河畔家苑 ,1700,合租,20,17,徐泾北城,625,2019-08-19
42,5465184,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 维修服务 新上架 电梯房 非一楼 主卧 朝南,http://sh.baletu.com/house/5465184.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=42,青浦,蟠龙馨苑 ,2050,合租,20,17,徐盈路,952,2019-08-19
43,1351817,徐泾北城馨浦苑北区-青浦 新上架 电梯房 精装修 非一楼 主卧 朝南,http://sh.baletu.com/house/1351817.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=43,青浦,徐泾北城馨浦苑北区 ,1900,合租,20,-1,尚鸿路乐高路,109,2019-08-19
44,440932,亭汇花苑-松江 近地铁 新上架 非一楼,http://sh.baletu.com/house/440932.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=44,松江,亭汇花苑 ,1600,合租,15,9,九亭,382,2019-08-19
45,819036,共和新苑-宝山 近地铁 新上架 电梯房,http://sh.baletu.com/house/819036.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=45,宝山,共和新苑 ,2100,合租,18,1,通河新村,296,2019-08-19
46,4407983,翔瑞新苑东区（鹤槎路182弄）-嘉定 带阳台 新上架 电梯房 非一楼,http://sh.baletu.com/house/4407983.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=46,嘉定,翔瑞新苑东区（鹤槎路182弄） 3室1厅1卫,4300,整租,90,-1,鹤槎路嘉年路,110,2019-08-19
47,5237695,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 维修服务 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/5237695.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=47,青浦,蟠龙馨苑 ,1950,合租,20,17,徐盈路,952,2019-08-19
48,5520389,蟠龙馨苑-青浦 近地铁 独卫 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/5520389.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=48,青浦,蟠龙馨苑 ,1950,合租,22,17,徐盈路,952,2019-08-19
49,812789,颐景园（荣乐西路）-松江 新上架 电梯房 非一楼,http://sh.baletu.com/house/812789.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=8,松江,颐景园（荣乐西路） ,880,合租,16,-1,荣乐路仓华路,98,2019-08-19
50,640234,凯利大楼-闵行 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/640234.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=50,闵行,凯利大楼 ,1700,合租,22,5,春申路,350,2019-08-19
51,4863664,正荣国领-宝山 带阳台 新上架 非一楼 主卧 朝南,http://sh.baletu.com/house/4863664.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=51,宝山,正荣国领 ,1300,合租,35,7,美兰湖,1872,2019-08-19
52,3107451,临汾名城（汾西路87弄）-静安 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/3107451.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=52,静安,临汾名城（汾西路87弄） ,1450,合租,14,1,彭浦新村,1728,2019-08-19
53,5465074,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 新上架 电梯房 朝南,http://sh.baletu.com/house/5465074.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=53,青浦,蟠龙馨苑 ,2000,合租,20,17,徐盈路,952,2019-08-19
54,5288611,九亭大街525弄小区-松江 独卫 带阳台 保洁服务 新上架 智能电表 非一楼 主卧 朝南,http://sh.baletu.com/house/5288611.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=54,松江,九亭大街525弄小区 ,2250,合租,30,9,九亭,1318,2019-08-19
55,812517,绿水家园-闵行 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/812517.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=55,闵行,绿水家园 ,1200,合租,15,5,春申路,136,2019-08-19
56,3289960,美罗家园绣苑-宝山 独卫 带阳台 新上架 电梯房 智能电表 非一楼 主卧,http://sh.baletu.com/house/3289960.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=56,宝山,美罗家园绣苑 ,1500,合租,16,7,罗南新村,1380,2019-08-19
57,3233046,华馨苑-宝山 保洁服务 新上架 智能电表 非一楼,http://sh.baletu.com/house/3233046.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=57,宝山,华馨苑 ,1590,合租,16,1,共富新村,652,2019-08-19
58,1043464,摩卡小城开心公寓-松江 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/1043464.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=58,松江,摩卡小城开心公寓 ,1500,合租,16,9,九亭,1387,2019-08-19
59,550553,国亭南苑-松江 新上架 主卧 朝南,http://sh.baletu.com/house/550553.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=59,松江,国亭南苑 ,1400,合租,17,9,九亭,1731,2019-08-19
60,5334032,高申北苑-浦东 独卫 新上架 非一楼,http://sh.baletu.com/house/5334032.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=60,浦东,高申北苑 ,999,合租,20,6,五洲大道,802,2019-08-19
61,5135971,祥和花苑-松江 近地铁 新上架 非一楼,http://sh.baletu.com/house/5135971.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=61,松江,祥和花苑 ,1260,合租,19,9,松江新城,742,2019-08-19
62,3297776,三九大厦-虹口 近地铁 带阳台 保洁服务 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/3297776.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=62,虹口,三九大厦 ,2830,合租,22,3,大柏树,340,2019-08-19
63,4794299,宝林春天苑-宝山 近地铁 带阳台 保洁服务 新上架 非一楼,http://sh.baletu.com/house/4794299.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=63,宝山,宝林春天苑 ,2400,合租,25,3,淞滨路,386,2019-08-19
64,5153434,和家欣苑B区-宝山 带阳台 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/5153434.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=64,宝山,和家欣苑B区 ,2000,合租,20,1,宝安公路,1379,2019-08-19
65,3263673,久富苑-松江 独卫 带阳台 保洁服务 维修服务 新上架 非一楼 主卧,http://sh.baletu.com/house/3263673.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=65,松江,久富苑 ,1800,合租,25,9,九亭,1878,2019-08-19
66,756394,三盛颐景园-松江 独卫 保洁服务 维修服务 新上架 复式 非一楼 主卧 朝南,http://sh.baletu.com/house/756394.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=66,松江,三盛颐景园 ,1950,合租,30,-1,涞亭南路顾戴路,251,2019-08-19
67,3152703,南场一村-松江 独卫 新上架 主卧,http://sh.baletu.com/house/3152703.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=67,松江,南场一村 ,1200,合租,16,-1,场西路莘砖公路,154,2019-08-19
68,1483036,东苑利华苑南区（奥塞花园）-闵行 近地铁 带阳台 新上架 非一楼,http://sh.baletu.com/house/1483036.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=68,闵行,东苑利华苑南区（奥塞花园） ,1200,合租,23,5,春申路,450,2019-08-19
69,3605629,逸兴家园-宝山 近地铁 保洁服务 新上架 电梯房 智能电表 非一楼,http://sh.baletu.com/house/3605629.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=69,宝山,逸兴家园 ,1950,合租,18,3,淞发路,343,2019-08-19
70,5722718,美罗家园年吉苑-宝山 近地铁 独卫 带阳台 新上架 电梯房 非一楼,http://sh.baletu.com/house/5722718.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=70,宝山,美罗家园年吉苑 3室1厅2卫,4800,整租,100,7,美兰湖,352,2019-08-19
71,1071024,海德花园-宝山 近地铁 新上架 智能电表 非一楼,http://sh.baletu.com/house/1071024.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=71,宝山,海德花园 ,1550,合租,20,1,富锦路,205,2019-08-19
72,713477,共富一村西区-宝山 近地铁 带阳台 保洁服务 新上架 智能电表 非一楼,http://sh.baletu.com/house/713477.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=72,宝山,共富一村西区 ,1750,合租,20,1,共富新村,566,2019-08-19
73,572950,龙洲苑-松江 独卫 新上架 非一楼 朝南,http://sh.baletu.com/house/572950.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=73,松江,龙洲苑 ,1500,合租,25,9,九亭,1119,2019-08-19
74,1045105,玉兰香苑二期A块-浦东 独卫 带阳台 新上架 非一楼 朝南,http://sh.baletu.com/house/1045105.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=74,浦东,玉兰香苑二期A块 ,2300,合租,20,2,广兰路,1698,2019-08-19
75,5692319,振新佳苑-青浦 独卫 新上架 主卧,http://sh.baletu.com/house/5692319.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=75,青浦,振新佳苑 ,2100,合租,24,-1,徐盈路菘泽大道,98,2019-08-19
76,1814756,美罗家园保翔苑-宝山 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/1814756.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=76,宝山,美罗家园保翔苑 ,1350,合租,20,7,美兰湖,938,2019-08-19
77,2512586,九英里-宝山 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/2512586.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=77,宝山,九英里 ,1850,合租,15,1,通河新村,1043,2019-08-19
78,445509,共富二村-宝山 近地铁 带阳台 新上架 非一楼 朝南,http://sh.baletu.com/house/445509.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=78,宝山,共富二村 ,1650,合租,17,1,共富新村,933,2019-08-19
79,5190459,平江盛世家园（交通西路108弄）-普陀 独卫 新上架 电梯房 非一楼,http://sh.baletu.com/house/5190459.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=79,普陀,平江盛世家园（交通西路108弄） 2室1厅1卫,6000,整租,75,3,中潭路,745,2019-08-19
80,5810917,阳城世家苑-宝山 近地铁 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/5810917.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=80,宝山,阳城世家苑 ,2400,合租,18,7,行知路,613,2019-08-19
81,5808551,上海康城（莘松路958弄大浪湾道）-闵行 新上架 电梯房 非一楼,http://sh.baletu.com/house/5808551.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=81,闵行,上海康城（莘松路958弄大浪湾道） ,1600,合租,13,-1,康城(北大门),199,2019-08-19
82,1109942,昌鑫花园四期-松江 带阳台 新上架 非一楼 朝南,http://sh.baletu.com/house/1109942.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=82,松江,昌鑫花园四期 ,1200,合租,19,-1,思贤路玉树北路,275,2019-08-19
83,2865619,翔瑞新苑东区（鹤槎路182弄）-嘉定 新上架 电梯房 非一楼,http://sh.baletu.com/house/2865619.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=83,嘉定,翔瑞新苑东区（鹤槎路182弄） ,1550,合租,18,-1,鹤槎路嘉年路,110,2019-08-19
84,1350770,景怡花苑-松江 新上架 非一楼 朝南,http://sh.baletu.com/house/1350770.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=84,松江,景怡花苑 ,880,合租,10,-1,立信会计学院,236,2019-08-19
85,5812881,宝宸共和家园南区-宝山 近地铁 新上架 电梯房 非一楼,http://sh.baletu.com/house/5812881.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=85,宝山,宝宸共和家园南区 ,2300,合租,18,1,通河新村,442,2019-08-19
86,4794291,嘉骏花苑-宝山 带阳台 保洁服务 新上架 电梯房 智能电表 非一楼 朝南,http://sh.baletu.com/house/4794291.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=86,宝山,嘉骏花苑 ,2090,合租,25,3,殷高西路,1507,2019-08-19
87,4026479,河畔家苑-青浦 独卫 带阳台 新上架,http://sh.baletu.com/house/4026479.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=87,青浦,河畔家苑 ,1800,合租,25,17,徐泾北城,625,2019-08-19
88,5463390,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 维修服务 新上架 电梯房,http://sh.baletu.com/house/5463390.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=88,青浦,蟠龙馨苑 ,1500,合租,15,17,徐盈路,952,2019-08-19
89,3233050,华馨苑-宝山 新上架 智能电表 非一楼,http://sh.baletu.com/house/3233050.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=89,宝山,华馨苑 ,1650,合租,16,1,共富新村,652,2019-08-19
90,3297773,三九大厦-虹口 近地铁 新上架 电梯房 智能电表 非一楼 主卧,http://sh.baletu.com/house/3297773.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=90,虹口,三九大厦 ,2690,合租,30,3,大柏树,340,2019-08-19
91,848200,共富一村西区-宝山 近地铁 保洁服务 维修服务 新上架 智能电表 非一楼,http://sh.baletu.com/house/848200.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=91,宝山,共富一村西区 ,1690,合租,16,1,共富新村,566,2019-08-19
92,5463251,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 新上架 电梯房 非一楼,http://sh.baletu.com/house/5463251.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=92,青浦,蟠龙馨苑 ,1500,合租,20,17,徐盈路,952,2019-08-19
93,3233043,华馨苑-宝山 带阳台 新上架 智能电表 非一楼 主卧,http://sh.baletu.com/house/3233043.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=93,宝山,华馨苑 ,1990,合租,20,1,共富新村,652,2019-08-19
94,5463112,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 维修服务 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/5463112.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=94,青浦,蟠龙馨苑 ,1800,合租,20,17,徐盈路,952,2019-08-19
95,5463144,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 新上架 电梯房 非一楼 主卧,http://sh.baletu.com/house/5463144.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=95,青浦,蟠龙馨苑 ,2150,合租,20,17,徐盈路,952,2019-08-19
96,5463243,蟠龙馨苑-青浦 近地铁 独卫 带阳台 保洁服务 维修服务 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/5463243.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=96,青浦,蟠龙馨苑 ,1950,合租,20,17,徐盈路,952,2019-08-19
97,655957,海德公寓-松江 新上架 非一楼,http://sh.baletu.com/house/655957.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=98,松江,海德公寓 ,1050,合租,13,9,九亭,1417,2019-08-19
98,4786969,龙悦小区二区-松江 新上架 电梯房 非一楼,http://sh.baletu.com/house/4786969.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=99,松江,龙悦小区二区 ,1200,合租,15,9,九亭,1562,2019-08-19
99,1449906,安琪花苑-松江 新上架 朝南,http://sh.baletu.com/house/1449906.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=100,松江,安琪花苑 ,1100,合租,15,9,松江新城,1265,2019-08-19
100,3152719,南场一村-松江 独卫 新上架 非一楼 主卧,http://sh.baletu.com/house/3152719.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=101,松江,南场一村 ,1700,合租,25,-1,场西路莘砖公路,154,2019-08-19
101,550761,九久花园-松江 近地铁 保洁服务 维修服务 新上架 非一楼 朝南,http://sh.baletu.com/house/550761.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=102,松江,九久花园 ,1650,合租,17,9,九亭,708,2019-08-19
102,5356438,蟠龙馨苑-青浦 近地铁 独卫 保洁服务 新上架 电梯房 非一楼 朝南,http://sh.baletu.com/house/5356438.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=103,青浦,蟠龙馨苑 ,1850,合租,20,17,徐盈路,952,2019-08-19
103,572945,龙洲苑-松江 新上架 非一楼 朝南,http://sh.baletu.com/house/572945.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=104,松江,龙洲苑 ,1600,合租,25,9,九亭,1119,2019-08-19
104,4622705,汇郡海棠苑（浦东）-浦东 新上架 电梯房 非一楼,http://sh.baletu.com/house/4622705.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=105,浦东,汇郡海棠苑（浦东） ,1180,合租,20,6,五洲大道,1018,2019-08-19
105,5768686,共康公寓-宝山 近地铁 带阳台 保洁服务 新上架 非一楼 主卧 朝南,http://sh.baletu.com/house/5768686.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=106,宝山,共康公寓 ,2200,合租,18,1,通河新村,712,2019-08-19
